taxon_name,taxon_name_acc,species_name_acc,list,comments,taxon_type,taxon_acc_type,source_note,taxon_name_with_author,taxonomic_source,taxonomic_status,taxonomic_reference_id,num_taxonomic_sources,collections_only,reference_only,,,,,,,,,,,,
Quercus comptonae,Quercus x comptoniae,NA,synonym,NA,species,hybrid,hybrid_no_x; spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus comptoniae,Quercus x comptoniae,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus cravensis,Quercus x cravensis,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus deamii,Quercus x deamii,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus demarei,Quercus x demarei,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus exacta,Quercus x exacta,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus fernowii,Quercus x fernowii,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus filialis,Quercus x filialis,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus guadalupensis,Quercus x guadalupensis,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus heterophylla,Quercus x heterophylla,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus humidicola,Quercus x humidicola,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus jackiana,Quercus x jackiana,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus leana,Quercus x leana,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus ludoviciana,Quercus x ludoviciana,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus macdanielii,Quercus x macdanielii,NA,synonym,NA,species,hybrid,hybrid_no_x; spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus macdanielli,Quercus x macdanielii,NA,synonym,NA,species,hybrid,hybrid_no_x; spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus macdaniellii,Quercus x macdanielii,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus neopalmeri,Quercus x neopalmeri,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus podophylla,Quercus x podophylla,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus rudkinii,Quercus x rudkinii,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus runcinata,Quercus x runcinata,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus saulii,Quercus x saulii,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus schochiana,Quercus x schochiana,NA,synonym,NA,species,hybrid,hybrid_no_x,Quercus schochiana Dieck. Ex E. J. Palmer,"tnrs, tpl",no opinion,"tro-13100125,http://www.tropicos.org/Name/13100125",2,?,?,,,,,,,,,,,,
Quercus schuettei,Quercus x schuettei,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus sterilis,Quercus x sterilis,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus sternbergii,Quercus x sternbergii,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus subfalcata,Quercus x subfalcata,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus warei,Quercus x warei,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia euchlora,Tilia x euchlora 'Euchlora',NA,synonym,Updated based on ML's notes/Nomenclature Review,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia europaea,Tilia x europaea,NA,synonym,NA,species,hybrid,hybrid_no_x,Tilia europaea L.,"ipni, itis, tnrs","no opinion,rejected","835306-1,http://www.tropicos.org/Name/32200185,522582",3,?,?,,,,,,,,,,,,
Tilia flaccida,Tilia x flaccida,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia vulgaris,Tilia x europaea,NA,synonym,NA,species,hybrid,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus hollandica,Ulmus x hollandica,NA,synonym,NA,species,hybrid,added_from_cultivar,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus mesocarpa,Ulmus x mesocarpa,NA,synonym,NA,species,hybrid,hybrid_no_x,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia americana var. stellata,Tilia americana var. americana x var. heterophylla,NA,synonym,"Hybrid of T. americana var. americana and var. heterophylla. I put it in the spreadsheet this way so it ""fits"" easier. It's not validly published though, so please don't use this name. Just call it ""Tilia americana var. americana x var. heterophylla"". Also, don't red list it.",infraspecific,hybrid_special,NA,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia x stellata,Tilia americana var. stellata,Tilia americana,synonym,NA,hybrid,infraspecific,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus marilandica,Quercus marilandica var. marilandica,Quercus marilandica,synonym,NA,infraspecific,infraspecific,NA,Quercus marilandica Munchh.,"ipni, itis, tnrs","accepted,no opinion","19374,284111-2,http://www.tropicos.org/Name/13100099",3,N,N,,,,,,,,,,,,
Quercus nigra var. marilandica,Quercus marilandica var. marilandica,Quercus marilandica,synonym,NA,infraspecific,infraspecific,NA,Quercus nigra var. marilandica L.,itis,synonym,845202,1,NA,NA,,,,,,,,,,,,
Quercus robur var. petraea,Quercus petraea subsp. petraea,Quercus petraea,synonym,NA,infraspecific,infraspecific,NA,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia caroliniana var. rhoophila,Tilia americana var. caroliniana,Tilia americana,synonym,NA,infraspecific,infraspecific,NA,Tilia caroliniana var. rhoophila Sarg.,itis,synonym,541310,1,NA,NA,,,,,,,,,,,,
Tilia floridana var. hypoleuca,Tilia americana var. caroliniana,Tilia americana,synonym,NA,infraspecific,infraspecific,NA,Tilia floridana var. hypoleuca Sarg.,itis,synonym,541311,1,NA,NA,,,,,,,,,,,,
Tilia floridana var. oblongifolia,Tilia americana var. caroliniana,Tilia americana,synonym,NA,infraspecific,infraspecific,NA,Tilia floridana var. oblongifolia Sarg.,itis,synonym,541312,1,NA,NA,,,,,,,,,,,,
Tilia heterophylla var. michauxii,Tilia americana var. heterophylla,Tilia americana,synonym,NA,infraspecific,infraspecific,NA,Tilia heterophylla var. michauxii (Nutt.) Sarg.,itis,synonym,541313,1,NA,NA,,,,,,,,,,,,
Tilia leucocarpa var. brevipedunculata,Tilia americana var. caroliniana,Tilia americana,synonym,NA,infraspecific,infraspecific,NA,Tilia leucocarpa var. brevipedunculata (Sarg.) Ashe,itis,synonym,541314,1,NA,NA,,,,,,,,,,,,
Malus baccata,Malus baccata var. baccata,Malus baccata,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus transistora,Malus transitoria var. transitoria,Malus transistora,synonym,NA,species,infraspecific,added_from_infra; spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus transitora,Malus transitoria var. transitoria,Malus transitora,synonym,NA,species,infraspecific,added_from_infra; spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus transitoria,Malus transitoria var. transitoria,Malus transitoria,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Malus yunnanensis,Malus yunnanensis var. yunnanensis,Malus yunnanensis,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Pyrus baccata,Malus baccata var. baccata,Malus baccata,synonym,NA,species,infraspecific,NA,Pyrus baccata L.,itis,synonym,519847,1,NA,NA,,,,,,,,,,,,
Quercus aegilops,Quercus ithaburensis subsp. macrolepis,Quercus ithaburensis,synonym,NA,species,infraspecific,NA,Quercus aegilops auct.,itis,synonym,519883,1,NA,NA,,,,,,,,,,,,
Quercus aliena,Quercus aliena var. aliena,Quercus aliena,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus annulata,Quercus sinuata var. breviloba,Quercus sinuata,synonym,NA,species,infraspecific,NA,Quercus annulata Buckley,itis,synonym,195149,1,NA,NA,,,,,,,,,,,,
Quercus boissieri,Quercus infectoria subsp. veneris,Quercus infectoria,synonym,NA,species,infraspecific,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus breviloba,Quercus sinuata var. breviloba,Quercus sinuata,synonym,NA,species,infraspecific,NA,Quercus breviloba (Torr.) Sarg.,itis,synonym,195150,1,NA,NA,,,,,,,,,,,,
Quercus durandii,Quercus sinuata var. sinuata,Quercus sinuata,synonym,Okay for now - may need to update once a published reference for Q. durandii comes out. Going with FNA. ,species,infraspecific,NA,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus faginea,Quercus faginea subsp. faginea,Quercus faginea,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus infectoria,Quercus infectoria subsp. infectoria,Quercus infectoria,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus ithaburensis,Quercus ithaburensis subsp. ithaburensis,Quercus ithaburensis,synonym,NA,species,infraspecific,added_from_infra,Quercus ithaburensis Decne.,"ipni, itis, tpl","accepted,no opinion","845183,kew-173384,296316-1",3,N,N,,,,,,,,,,,,
Quercus macrolepis,Quercus ithaburensis subsp. macrolepis,Quercus ithaburensis,synonym,NA,species,infraspecific,NA,Quercus macrolepis Kotschy,itis,synonym,506538,1,NA,NA,,,,,,,,,,,,
Quercus neoashei,Quercus marilandica var. ashei,Quercus marilandica,synonym,NA,species,infraspecific,NA,Quercus neoashei Bush,itis,synonym,195118,1,NA,NA,,,,,,,,,,,,
Quercus petraea,Quercus petraea subsp. petraea,Quercus petraea,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus petrea,Quercus petraea subsp. petraea,Quercus petraea,synonym,NA,species,infraspecific,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus petreae,Quercus petraea subsp. petraea,Quercus petraea,synonym,NA,species,infraspecific,spelling,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus racemosa,Quercus robur subsp. robur,Quercus robur,synonym,NA,species,infraspecific,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus robur,Quercus robur subsp. robur,Quercus robur,synonym,NA,species,infraspecific,added_from_infra,Quercus robur L.,Plants of the World online (Kew),NA,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:304293-2,NA,NA,NA,,,,,,,,,,,,
Quercus san-sabeana,Quercus sinuata var. breviloba,Quercus sinuata,synonym,NA,species,infraspecific,NA,Quercus san-sabeana Buckley,itis,synonym,195151,1,NA,NA,,,,,,,,,,,,
Quercus sessiliflora,Quercus petraea subsp. petraea,Quercus petraea,synonym,NA,species,infraspecific,NA,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus shumardii,Quercus shumardii var. shumardii,Quercus shumardii,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Quercus sinuata,Quercus sinuata var. sinuata,Quercus sinuata,synonym,NA,species,infraspecific,added_from_infra,Quercus sinuata Walter,itis,synonym,19420,1,NA,NA,,,,,,,,,,,,
Tilia americana,Tilia americana var. americana,Tilia americana,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia amurensis,Tilia amurensis var. amurensis,Tilia amurensis,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia australis,Tilia americana var. caroliniana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia australis Small,itis,synonym,522580,1,NA,NA,,,,,,,,,,,,
Tilia begoniifolia,Tilia dasystyla subsp. caucasica,Tilia dasystyla,synonym,NA,species,infraspecific,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia caroliniana,Tilia americana var. caroliniana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia caroliniana Mill.,itis,synonym,21537,1,NA,NA,,,,,,,,,,,,
Tilia cordata,Tilia cordata subsp. cordata,Tilia cordata,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia dasystyla,Tilia dasystyla subsp. dasystyla,Tilia dasystyla,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia eburnea,Tilia americana var. heterophylla,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia eburnea Ashe,itis,synonym,522581,1,NA,NA,,,,,,,,,,,,
Tilia floridana,Tilia americana var. caroliniana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia floridana Small,itis,synonym,522583,1,NA,NA,,,,,,,,,,,,
Tilia georgiana,Tilia americana var. caroliniana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia georgiana Sarg.,itis,synonym,522584,1,NA,NA,,,,,,,,,,,,
Tilia glabra,Tilia americana var. americana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia glabra Vent.,itis,synonym,522585,1,NA,NA,,,,,,,,,,,,
Tilia henryana,Tilia henryana var. henryana,Tilia henryana,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia heterophylla,Tilia americana var. heterophylla,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia heterophylla Vent.,itis,synonym,21539,1,NA,NA,,,,,,,,,,,,
Tilia insularis,Tilia amurensis var. amurensis,Tilia amurensis,synonym,NA,species,infraspecific,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia komarovii,Tilia amurensis var. amurensis,Tilia amurensis,synonym,NA,species,infraspecific,NA,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia lasioclada,Tilia americana var. heterophylla,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia lasioclada Sarg.,itis,synonym,522586,1,NA,NA,,,,,,,,,,,,
Tilia ledebourii,Tilia dasystyla subsp. multiflora,Tilia dasystyla,synonym,NA,species,infraspecific,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia leptophylla,Tilia americana var. caroliniana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia leptophylla (Vent.) Small,itis,synonym,522587,1,NA,NA,,,,,,,,,,,,
Tilia leucocarpa,Tilia americana var. caroliniana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia leucocarpa Ashe,itis,synonym,522588,1,NA,NA,,,,,,,,,,,,
Tilia littoralis,Tilia americana var. caroliniana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia littoralis Sarg.,itis,synonym,522589,1,NA,NA,,,,,,,,,,,,
Tilia michauxii,Tilia americana var. heterophylla,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia michauxii Nutt.,itis,synonym,522590,1,NA,NA,,,,,,,,,,,,
Tilia monticola,Tilia americana var. heterophylla,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia monticola Sarg.,itis,synonym,522591,1,NA,NA,,,,,,,,,,,,
Tilia neglecta,Tilia americana var. americana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia neglecta Spach,itis,synonym,522592,1,NA,NA,,,,,,,,,,,,
Tilia palmeri,Tilia americana var. americana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia palmeri F. C. Gates,itis,synonym,522593,1,NA,NA,,,,,,,,,,,,
Tilia paucicostata,Tilia paucicostata var. paucicostata,Tilia paucicostata,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia platyphyllos,Tilia platyphyllos subsp. platyphyllos,Tilia platyphyllos,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia porracea,Tilia americana var. caroliniana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia porracea Ashe,itis,synonym,522594,1,NA,NA,,,,,,,,,,,,
Tilia pubescens,Tilia americana var. caroliniana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia pubescens Aiton,itis,synonym,21542,1,NA,NA,,,,,,,,,,,,
Tilia rufa,Tilia amurensis var. amurensis,Tilia amurensis,synonym,NA,species,infraspecific,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia taquetii,Tilia amurensis var. amurensis,Tilia amurensis,synonym,NA,species,infraspecific,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia truncata,Tilia americana var. americana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia truncata Spach,itis,synonym,522595,1,NA,NA,,,,,,,,,,,,
Tilia tuan,Tilia tuan var. tuan,Tilia tuan,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Tilia venulosa,Tilia americana var. americana,Tilia americana,synonym,NA,species,infraspecific,NA,Tilia venulosa Sarg.,itis,synonym,522596,1,NA,NA,,,,,,,,,,,,
Ulmus androssowii,Ulmus androssowii var. androssowii,Ulmus androssowii,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus bergmanniana,Ulmus bergmanniana var. bergmanniana,Ulmus bergmanniana,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus changii,Ulmus changii var. changii,Ulmus changii,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus davidiana,Ulmus davidiana var. davidiana,Ulmus davidiana,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus glaucescens,Ulmus glaucescens var. glaucescens,Ulmus glaucescens,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus japonica,Ulmus davidiana var. japonica,Ulmus davidiana,synonym,NA,species,infraspecific,GBIF,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus macrocarpa,Ulmus macrocarpa var. macrocarpa,Ulmus macrocarpa,synonym,NA,species,infraspecific,added_from_infra,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus propinqua,Ulmus davidiana var. japonica,Ulmus davidiana,synonym,NA,species,infraspecific,matt,not_searched,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
Ulmus wilsoniana,Ulmus davidiana var. japonica,Ulmus davidiana,synonym,NA,species,infraspecific,NA,Ulmus wilsoniana C. K. Schneid.,itis,synonym,897049,1,NA,NA,,,,,,,,,,,,
Malus x platycarpa,Malus coronaria,Malus coronaria,synonym,NA,hybrid,species,NA,Malus x platycarpa Redher,itis,synonym,25260,1,NA,NA,,,,,,,,,,,,
Pyrus x platycarpa,Malus coronaria,Malus coronaria,synonym,NA,hybrid,species,NA,Pyrus x platycarpa (Rehder) L. H. Bailey,itis,synonym,519841,1,NA,NA,,,,,,,,,,,,
Quercus x ashei,Quercus similis,Quercus similis,synonym,NA,hybrid,species,NA,Quercus x ashei Trel.,tropicos,synonym,13100032,1,NA,NA,,,,,,,,,,,,
Quercus x richteri,Quercus coccinea,Quercus coccinea,synonym,NA,hybrid,species,NA,Quercus x richteri Baen.,itis,synonym,195063,1,NA,NA,,,,,,,,,,,,
Malus angustifolia var. spinosa,Malus ioensis,Malus ioensis,synonym,NA,infraspecific,species,NA,Malus angustifolia var. spinosa (Rehder) C. F. Reed,itis,synonym,837617,1,NA,NA,,,,,,,,,,,,
Malus baccata subsp. himalaica,Malus rockii,Malus rockii,synonym,NA,infraspecific,species,NA,Malus baccata subsp. himalaica (Maxim.) Likhonos,tropicos,synonym,50232630,1,NA,NA,,,,,,,,,,,,
Malus baccata subsp. sachalinensis,Malus mandshurica,Malus mandshurica,synonym,NA,infraspecific,species,NA,Malus baccata subsp. sachalinensis (Juz.) Likhonos,tropicos,synonym,27804418,1,NA,NA,,,,,,,,,,,,
Malus baccata subsp. sikkimensis,Malus sikkimensis,Malus sikkimensis,synonym,NA,infraspecific,species,NA,Malus baccata subsp. sikkimensis (Wenz.) Likhonos,tropicos,synonym,50232629,1,NA,NA,,,,,,,,,,,,
Malus baccata subsp. toringo,Malus sieboldii,Malus sieboldii,synonym,NA,infraspecific,species,NA,Malus baccata subsp. toringo (Siebold) Koidz.,tropicos,synonym,27806796,1,NA,NA,,,,,,,,,,,,
Malus baccata subsp. zhukovskyi,Malus mandshurica,Malus mandshurica,synonym,NA,infraspecific,species,NA,Malus baccata subsp. zhukovskyi (Ponomarenko) Likhonos,tropicos,synonym,27804419,1,NA,NA,,,,,,,,,,,,
Malus coronaria subsp. ioensis,Malus ioensis,Malus ioensis,synonym,NA,infraspecific,species,NA,Malus coronaria subsp. ioensis (Alph. Wood) Likhonos,itis,synonym,837358,1,NA,NA,,,,,,,,,,,,
Malus coronaria var. angustifolia,Malus angustifolia,Malus angustifolia,synonym,NA,infraspecific,species,NA,Malus coronaria var. angustifolia (Aiton) Likhonos,itis,synonym,837640,1,NA,NA,,,,,,,,,,,,
Malus coronaria var. ioensis,Malus ioensis,Malus ioensis,synonym,NA,infraspecific,species,NA,Malus coronaria var. ioensis (Alph. Wood) C. K. Schneid.,itis,synonym,837613,1,NA,NA,,,,,,,,,,,,
Malus dasyphylla var. domestica,Malus pumila,Malus pumila,synonym,NA,infraspecific,species,NA,Malus dasyphylla var. domestica Koidz.,tropicos,synonym,27806777,1,NA,NA,,,,,,,,,,,,
Malus domestica subsp. prunifolia,Malus prunifolia,Malus prunifolia,synonym,NA,infraspecific,species,NA,Malus domestica subsp. prunifolia (Willd.) Likhonos,tropicos,synonym,27804421,1,NA,NA,,,,,,,,,,,,
Malus domestica subsp. pumila,Malus pumila,Malus pumila,synonym,NA,infraspecific,species,NA,Malus domestica subsp. pumila (Mill.) Likhonos ex Likhonos,tropicos,synonym,50232640,1,NA,NA,,,,,,,,,,,,
Malus domestica var. asiatica,Malus asiatica,Malus asiatica,synonym,NA,infraspecific,species,NA,Malus domestica var. asiatica (Nakai) Ponomar.,tropicos,synonym,50198395,1,NA,NA,,,,,,,,,,,,
Malus domestica var. halliana,Malus halliana,Malus halliana,synonym,NA,infraspecific,species,NA,Malus domestica var. halliana (Koehne) Likhonos,"itis, tropicos",synonym,"50,232,634,837,630",2,NA,NA,,,,,,,,,,,,
Malus domestica var. hupehensis,Malus hupehensis,Malus hupehensis,synonym,NA,infraspecific,species,NA,Malus domestica var. hupehensis (Pamp.) Likhonos,"itis, tropicos",synonym,"50,232,632,837,629",2,NA,NA,,,,,,,,,,,,
Malus domestica var. rinki,Malus asiatica,Malus asiatica,synonym,NA,infraspecific,species,NA,Malus domestica var. rinki (Koidz.) Ohle,tropicos,synonym,50232644,1,NA,NA,,,,,,,,,,,,
Malus domestica var. spectabilis,Malus spectabilis,Malus spectabilis,synonym,NA,infraspecific,species,NA,Malus domestica var. spectabilis (Aiton) Likhonos,tropicos,synonym,50232647,1,NA,NA,,,,,,,,,,,,
Malus dulcissima var. asiatica,Malus asiatica,Malus asiatica,synonym,NA,infraspecific,species,NA,Malus dulcissima var. asiatica Koidz.,tropicos,synonym,27806784,1,NA,NA,,,,,,,,,,,,
Malus dulcissima var. rinki,Malus asiatica,Malus asiatica,synonym,NA,infraspecific,species,NA,Malus dulcissima var. rinki (Koidz.) Koidz.,tropicos,synonym,27806783,1,NA,NA,,,,,,,,,,,,
Malus floribunda var. parkmannii,Malus halliana,Malus halliana,synonym,NA,infraspecific,species,NA,Malus floribunda var. parkmannii Koidz.,tropicos,synonym,27806771,1,NA,NA,,,,,,,,,,,,
Malus microcarpa var. spectabilis,Malus spectabilis,Malus spectabilis,synonym,NA,infraspecific,species,NA,Malus microcarpa var. spectabilis (Aiton) Carriere,tropicos,synonym,27806788,1,NA,NA,,,,,,,,,,,,
Malus prunifolia var. rinki,Malus asiatica,Malus asiatica,synonym,NA,infraspecific,species,NA,Malus prunifolia var. rinki (Koidz.) Rehder,tropicos,synonym,27806781,1,NA,NA,,,,,,,,,,,,
Malus pumila var. persicifolia,Malus sieversii,Malus sieversii,synonym,NA,infraspecific,species,NA,Malus pumila var. persicifolia Popov,tropicos,synonym,27804439,1,NA,NA,,,,,,,,,,,,
